,timestamp,imsi,longitude,latitude,laci
0,20181003070519,460070095098545000,123.39684299999999,41.87870026,16792-234919200
1,20181003073905,460070095098545000,123.39684299999999,41.87870026,16792-234919200
2,20181003080137,460070095098545000,123.39684299999999,41.87870026,16792-234919200
3,20181003081250,460070095098545000,123.39684299999999,41.87870026,16792-234919200
4,20181003081522,460070095098545000,123.39684299999999,41.87870026,16792-234919200
5,20181003081529,460070095098545000,123.39684299999999,41.87870026,16792-234919200
6,20181003083857,460070095098545000,123.39684299999999,41.87870026,16792-234919200
7,20181003090801,460070095098545000,123.39684299999999,41.87870026,16792-234919200
8,20181003095035,460070095098545000,123.39684299999999,41.87870026,16792-234919200
9,20181003095105,460070095098545000,123.39684299999999,41.87870026,16792-234919200
10,20181003100143,460070095098545000,123.39684299999999,41.87870026,16792-234919200
11,20181003101635,460070095098545000,123.39684299999999,41.87870026,16792-234919200
12,20181003102957,460070095098545000,123.39684299999999,41.87870026,16792-234919200
13,20181003102957,460070095098545000,123.39684299999999,41.87870026,16792-234919200
14,20181003104838,460070095098545000,123.39684299999999,41.87870026,16792-234919200
15,20181003104838,460070095098545000,123.39684299999999,41.87870026,16792-234919200
16,20181003111726,460070095098545000,123.39684299999999,41.87870026,16792-234919200
17,20181003112049,460070095098545000,123.39684299999999,41.87870026,16792-234919200
18,20181003120538,460070095098545000,123.402832,41.88272858,16408-67733773
19,20181003121733,460070095098545000,123.39762879999999,41.87464142,16792-249670667
20,20181003124425,460070095098545000,123.4256592,41.82775879,16644-235158027
21,20181003124736,460070095098545000,123.43573,41.82846069,16644-234976779
22,20181003124929,460070095098545000,123.4354477,41.82389832,16885-13088142
23,20181003133714,460070095098545000,123.46253970000001,41.80088043,16407-2315797
24,20181003134432,460070095098545000,123.46253970000001,41.80088043,16407-2315797
25,20181003134620,460070095098545000,123.46253970000001,41.80088043,16407-2315797
26,20181003135705,460070095098545000,123.46253970000001,41.80088043,16407-2315797
27,20181003141229,460070095098545000,123.46253970000001,41.80088043,16407-2315797
28,20181003144326,460070095098545000,123.46253970000001,41.80088043,16407-2315797
29,20181003145201,460070095098545000,123.46253970000001,41.80088043,16407-2315797
30,20181003145201,460070095098545000,123.46253970000001,41.80088043,16407-2315797
31,20181003152116,460070095098545000,123.46253970000001,41.80088043,16407-2315797
32,20181003153938,460070095098545000,123.46253970000001,41.80088043,16407-2315797
33,20181003154338,460070095098545000,123.46253970000001,41.80088043,16407-2315797
34,20181003154941,460070095098545000,123.46253970000001,41.80088043,16407-2315797
35,20181003164414,460070095098545000,123.46253970000001,41.80088043,16407-2315797
36,20181003180838,460070095098545000,123.46253970000001,41.80088043,16407-2315797
37,20181003181550,460070095098545000,123.46089939999999,41.80097961,16407-59830795
38,20181003182127,460070095098545000,123.46073909999998,41.80451965,16885-67201548
39,20181003182900,460070095098545000,123.46073909999998,41.80451965,16885-67201597
40,20181003185901,460070095098545000,123.46073909999998,41.80451965,16885-67201599
41,20181003202259,460070095098545000,123.46073909999998,41.80451965,16885-67201599
42,20181003203242,460070095098545000,123.46073909999998,41.80451965,16885-67201599
43,20181003205342,460070095098545000,123.46073909999998,41.80451965,16885-67201599
44,20181003211514,460070095098545000,123.46073909999998,41.80451965,16885-67201599
45,20181003212638,460070095098545000,123.46073909999998,41.80451965,16885-67201597
46,20181003222049,460070095098545000,123.46073909999998,41.80451965,16885-67201597
47,20181003223759,460070095098545000,123.46073909999998,41.80451965,16885-67201599
48,20181003223834,460070095098545000,123.46073909999998,41.80451965,16885-67201599
49,20181003224554,460070095098545000,123.46073909999998,41.80451965,16885-67201599
50,20181003224633,460070095098545000,123.46073909999998,41.80451965,16885-67201599
51,20181003225426,460070095098545000,123.46073909999998,41.80451965,16885-67201597
52,20181003230334,460070095098545000,123.46073909999998,41.80451965,16885-67201599
53,20181003231759,460070095098545000,123.46073909999998,41.80451965,16885-67201599
54,20181003231938,460070095098545000,123.46073909999998,41.80451965,16885-67201599
55,20181003232726,460070095098545000,123.46089939999999,41.808788299999996,16885-67202571
56,20181003232818,460070095098545000,123.4568787,41.81090164,16885-67206412
57,20181003233027,460070095098545000,123.46109009999998,41.81003189,16885-67204619
58,20181003233138,460070095098545000,123.4605713,41.8141098,16885-2567476
59,20181003233504,460070095098545000,123.4605713,41.8141098,16885-2567436
60,20181003233857,460070095098545000,123.4595413,41.81719971,16885-67210764
61,20181003234113,460070095098545000,123.4595413,41.81719971,16885-67210763
62,20181003234212,460070095098545000,123.4595413,41.81719971,16885-67210765
63,20181003234220,460070095098545000,123.4572067,41.81924057,16395-67211787
64,20181003161227,460070095098504000,123.7475815,41.43323898,16689-2911756
65,20181003163520,460070095098504000,123.7278976,41.46519852,16689-61590915
66,20181003173045,460070095098504000,123.4654388,41.71445847,16650-2292236
67,20181003174549,460070095098504000,123.3919373,41.72935104,16650-67931937
68,20181003175907,460070095098504000,123.39521029999999,41.732479100000006,16650-2450187
69,20181003181829,460070095098504000,123.39362340000002,41.79470062,16794-235194153
70,20181003182941,460070095098504000,123.40872959999999,41.80886078,16789-67567628
71,20181003185623,460070095098504000,123.40872959999999,41.80886078,16789-67567668
72,20181003201158,460070095098504000,123.40872959999999,41.80886078,16789-67567668
73,20181003202845,460070095098504000,123.3762817,41.8028717,16794-67287860
74,20181003203148,460070095098504000,123.3762817,41.8028717,16794-67287860
75,20181003204803,460070095098504000,123.3762817,41.8028717,16794-67287820
76,20181003211047,460070095098504000,123.3762817,41.8028717,16794-67287870
77,20181003215441,460070095098504000,123.3762817,41.8028717,16794-67287871
78,20181003215456,460070095098504000,123.3762817,41.8028717,16794-67287870
79,20181003215615,460070095098504000,123.36985020000002,41.80355072,16794-67653684
80,20181003215702,460070095098504000,123.36985020000002,41.80355072,16794-67653684
81,20181003220642,460070095098504000,123.36985020000002,41.80355072,16794-67653695
82,20181003221659,460070095098504000,123.3785324,41.80574036,16887-67671103
83,20181003222623,460070095098504000,123.3785324,41.80574036,16887-67671103
84,20181003230733,460070095098504000,123.3785324,41.80574036,16887-67671103
85,20181003232710,460070095098504000,123.3785324,41.80574036,16887-67671103
86,20181003232721,460070095098504000,123.3785324,41.80574036,16887-67671103
87,20181003234138,460070095098504000,123.3785324,41.80574036,16887-67671103
88,20181003235026,460070095098504000,123.3762817,41.8028717,16794-67287860
89,20181003063638,460070095048036000,123.4589996,41.80213165,16407-67198731
90,20181003064711,460070095048036000,123.4589996,41.80213165,16407-67198731
91,20181003064837,460070095048036000,123.4589996,41.80213165,16407-67198731
92,20181003090415,460070095048036000,123.4589996,41.80213165,16407-67198731
93,20181003092151,460070095048036000,123.45439909999999,41.80009079,16407-67197235
94,20181003092531,460070095048036000,123.45439909999999,41.80009079,16407-67197235
95,20181003093605,460070095048036000,123.4589996,41.80213165,16407-67198773
96,20181003094711,460070095048036000,123.4589996,41.80213165,16407-67198733
97,20181003095043,460070095048036000,123.45439909999999,41.80009079,16407-67197235
98,20181003102300,460070095048036000,123.4596024,41.79330063,16407-67190079
99,20181003104136,460070095048036000,123.45781709999999,41.79201126,16407-67188787
100,20181003110148,460070095048036000,123.4596024,41.79330063,16407-67190029
101,20181003112302,460070095048036000,123.4596024,41.79330063,16407-67190067
102,20181003114736,460070095048036000,123.4596024,41.79330063,16407-67190077
103,20181003115152,460070095048036000,123.4596024,41.79330063,16407-67190077
104,20181003120139,460070095048036000,123.4596024,41.79330063,16407-67190077
105,20181003120716,460070095048036000,123.4596024,41.79330063,16407-67190077
106,20181003133851,460070095048036000,123.4589996,41.80213165,16407-67198731
107,20181003140228,460070095048036000,123.4589996,41.80213165,16407-67198731
108,20181003141038,460070095048036000,123.4589996,41.80213165,16407-67198731
109,20181003142216,460070095048036000,123.4589996,41.80213165,16407-67198731
110,20181003143137,460070095048036000,123.4589996,41.80213165,16407-67198731
111,20181003143248,460070095048036000,123.4589996,41.80213165,16407-67198731
112,20181003145907,460070095048036000,123.4589996,41.80213165,16407-67198731
113,20181003162600,460070095048036000,123.4589996,41.80213165,16407-67198771
114,20181003173944,460070095048036000,123.40978999999999,41.80258942,16789-67438092
115,20181003174622,460070095048036000,123.40978999999999,41.80258942,16789-67438133
116,20181003180249,460070095048036000,123.40872959999999,41.80886078,16789-67567669
117,20181003181049,460070095048036000,123.40872959999999,41.80886078,16789-67567629
118,20181003182704,460070095048036000,123.40872959999999,41.80886078,16789-67567628
119,20181003182847,460070095048036000,123.40872959999999,41.80886078,16789-67567628
120,20181003183849,460070095048036000,123.40872959999999,41.80886078,16789-67567629
121,20181003183931,460070095048036000,123.40870670000001,41.80638123,16789-249616141
122,20181003200217,460070095048036000,123.40870670000001,41.80638123,16789-249616139
123,20181003202147,460070095048036000,123.41198729999999,41.8078804,16789-67569931
124,20181003202228,460070095048036000,123.41198729999999,41.8078804,16789-67569931
125,20181003202408,460070095048036000,123.41198729999999,41.8078804,16789-67569931
126,20181003203736,460070095048036000,123.4061203,41.79851151,16655-67440445
127,20181003205722,460070095048036000,123.40357209999999,41.79470062,16655-67946005
128,20181003211813,460070095048036000,123.40357209999999,41.79470062,16655-67946005
129,20181003213622,460070095048036000,123.40036770000002,41.79272079,16655-67444532
130,20181003213920,460070095048036000,123.4005966,41.79119873,16655-67445813
131,20181003214309,460070095048036000,123.3952179,41.79211044,16655-12599939
132,20181003215119,460070095048036000,123.4041824,41.78815842,16884-12600748
133,20181003221130,460070095048036000,123.4596024,41.80141068,16883-12943245
134,20181003221325,460070095048036000,123.4596024,41.80141068,16883-12943245
135,20181003221926,460070095048036000,123.4591217,41.80324173,16407-2507541
136,20181003231523,460070095048036000,123.4589996,41.80213165,16407-67198731
137,20181003112045,460070095040239000,123.41426090000002,41.80113983,16789-67574795
138,20181003112257,460070095040239000,123.41426090000002,41.80113983,16789-67574795
139,20181003120230,460070095040239000,123.415947,41.82638931,16644-61726605
140,20181003120815,460070095040239000,123.41336059999999,41.82601166,16644-67291197
141,20181003123316,460070095040239000,123.4135666,41.82630157,16644-60315789
142,20181003123354,460070095040239000,123.4135666,41.82630157,16644-60315789
143,20181003123926,460070095040239000,123.4135666,41.82630157,16644-60315789
144,20181003123947,460070095040239000,123.4135666,41.82630157,16644-60315789
145,20181003124315,460070095040239000,123.4135666,41.82630157,16644-60315789
146,20181003124420,460070095040239000,123.4135666,41.82630157,16644-60315789
147,20181003124541,460070095040239000,123.4135666,41.82630157,16644-60315789
148,20181003124627,460070095040239000,123.4135666,41.82630157,16644-60315789
149,20181003125429,460070095040239000,123.4135666,41.82630157,16644-60315789
150,20181003125902,460070095040239000,123.41336059999999,41.82601166,16644-67291198
151,20181003125958,460070095040239000,123.41336059999999,41.82601166,16644-67291198
152,20181003130203,460070095040239000,123.41336059999999,41.82601166,16644-67291198
153,20181003130256,460070095040239000,123.41336059999999,41.82601166,16644-67291198
154,20181003133415,460070095040239000,123.39682009999999,41.77841949,16884-2271027
155,20181003133447,460070095040239000,123.3942108,41.77685928,16884-67577405
156,20181003133523,460070095040239000,123.39032749999998,41.77053833,16788-12617121
157,20181003133825,460070095040239000,123.3922501,41.76182175,16788-2282763
158,20181003174438,460070095040239000,123.4014435,41.756721500000005,16788-67552309
159,20181003174505,460070095040239000,123.3975372,41.7638588,16788-67467583
160,20181003181314,460070095040239000,123.4101105,41.80524063,16789-54538833
161,20181003181817,460070095040239000,123.4101105,41.80524063,16789-54538833
162,20181003182359,460070095040239000,123.4106903,41.80588913,16789-67436595
163,20181003182457,460070095040239000,123.4101105,41.80524063,16789-54538833
164,20181003183219,460070095040239000,123.4106903,41.80588913,16789-67436595
165,20181003183647,460070095040239000,123.4106903,41.80588913,16789-67436575
166,20181003183955,460070095040239000,123.4081192,41.80641937,16789-61706125
167,20181003184335,460070095040239000,123.40872959999999,41.80886078,16789-67567668
168,20181003185030,460070095040239000,123.40872959999999,41.80886078,16789-67567628
169,20181003185308,460070095040239000,123.40872959999999,41.80886078,16789-67567628
170,20181003190603,460070095040239000,123.40872959999999,41.80886078,16789-67567628
171,20181003190744,460070095040239000,123.40872959999999,41.80886078,16789-67567628
172,20181003191039,460070095040239000,123.40872959999999,41.80886078,16789-67567628
173,20181003192340,460070095040239000,123.40872959999999,41.80886078,16789-67567628
174,20181003192459,460070095040239000,123.40872959999999,41.80886078,16789-67567628
175,20181003193331,460070095040239000,123.40872959999999,41.80886078,16789-67567628
176,20181003193414,460070095040239000,123.40872959999999,41.80886078,16789-67567628
177,20181003193854,460070095040239000,123.40872959999999,41.80886078,16789-67567628
178,20181003194836,460070095040239000,123.40872959999999,41.80886078,16789-67567668
179,20181003195358,460070095040239000,123.40872959999999,41.80886078,16789-67567668
180,20181003200316,460070095040239000,123.40872959999999,41.80886078,16789-67567628
181,20181003200814,460070095040239000,123.40872959999999,41.80886078,16789-67567628
182,20181003201043,460070095040239000,123.40872959999999,41.80886078,16789-67567628
183,20181003202028,460070095040239000,123.40872959999999,41.80886078,16789-67567628
184,20181003202544,460070095040239000,123.40872959999999,41.80886078,16789-67567668
185,20181003203157,460070095040239000,123.40872959999999,41.80886078,16789-67567668
186,20181003204936,460070095040239000,123.40872959999999,41.80886078,16789-67567668
187,20181003205324,460070095040239000,123.40872959999999,41.80886078,16789-67567668
188,20181003211705,460070095040239000,123.40872959999999,41.80886078,16789-67567668
189,20181003211705,460070095040239000,123.40872959999999,41.80886078,16789-67567668
190,20181003212656,460070095040239000,123.40872959999999,41.80886078,16789-67567628
191,20181003214109,460070095040239000,123.40872959999999,41.80886078,16789-67567628
192,20181003215044,460070095040239000,123.40872959999999,41.80886078,16789-67567668
193,20181003220230,460070095040239000,123.40872959999999,41.80886078,16789-67567668
194,20181003220855,460070095040239000,123.40978999999999,41.80258942,16789-67438091
195,20181003221120,460070095040239000,123.41426090000002,41.80113983,16789-67574796
196,20181003221820,460070095040239000,123.39032749999998,41.77053833,16788-12617121
197,20181003221917,460070095040239000,123.39032749999998,41.77053833,16788-12617122
198,20181003221924,460070095040239000,123.3912888,41.76742935,16788-67472692
199,20181003222159,460070095040239000,123.39936829999999,41.75222015,16788-67738430
200,20181003000140,460070095040136000,123.39362340000002,41.79470062,16794-235194153
201,20181003000730,460070095040136000,123.3839264,41.77677155,16788-67433503
202,20181003002150,460070095040136000,123.40277859999999,41.77338028,16788-67462453
203,20181003002433,460070095040136000,123.4166412,41.77536011,16401-67461409
204,20181003002759,460070095040136000,123.4099121,41.77733994,16401-60622221
205,20181003002911,460070095040136000,123.41233059999999,41.77627945,16401-67471115
