timestamp,imsi,lac_id,cell_id
20181003070519,460070095098545000,16792,234919200
20181003073905,460070095098545000,16792,234919200
20181003080137,460070095098545000,16792,234919200
20181003081250,460070095098545000,16792,234919200
20181003081522,460070095098545000,16792,234919200
20181003081529,460070095098545000,16792,234919200
20181003083857,460070095098545000,16792,234919200
20181003090801,460070095098545000,16792,234919200
20181003095035,460070095098545000,16792,234919200
20181003095105,460070095098545000,16792,234919200
20181003100143,460070095098545000,16792,234919200
20181003101635,460070095098545000,16792,234919200
20181003102957,460070095098545000,16792,234919200
20181003102957,460070095098545000,16792,234919200
20181003104838,460070095098545000,16792,234919200
20181003104838,460070095098545000,16792,234919200
20181003111726,460070095098545000,16792,234919200
20181003112049,460070095098545000,16792,234919200
20181003120538,460070095098545000,16408,67733773
20181003121733,460070095098545000,16792,249670667
20181003124425,460070095098545000,16644,235158027
20181003124736,460070095098545000,16644,234976779
20181003124929,460070095098545000,16885,13088142
20181003133714,460070095098545000,16407,2315797
20181003134432,460070095098545000,16407,2315797
20181003134620,460070095098545000,16407,2315797
20181003135705,460070095098545000,16407,2315797
20181003141229,460070095098545000,16407,2315797
20181003144326,460070095098545000,16407,2315797
20181003145201,460070095098545000,16407,2315797
20181003145201,460070095098545000,16407,2315797
20181003152116,460070095098545000,16407,2315797
20181003153938,460070095098545000,16407,2315797
20181003154338,460070095098545000,16407,2315797
20181003154941,460070095098545000,16407,2315797
20181003164414,460070095098545000,16407,2315797
20181003180838,460070095098545000,16407,2315797
20181003181550,460070095098545000,16407,59830795
20181003182127,460070095098545000,16885,67201548
20181003182900,460070095098545000,16885,67201597
20181003185901,460070095098545000,16885,67201599
20181003202259,460070095098545000,16885,67201599
20181003203242,460070095098545000,16885,67201599
20181003205342,460070095098545000,16885,67201599
20181003211514,460070095098545000,16885,67201599
20181003212638,460070095098545000,16885,67201597
20181003222049,460070095098545000,16885,67201597
20181003223759,460070095098545000,16885,67201599
20181003223834,460070095098545000,16885,67201599
20181003224554,460070095098545000,16885,67201599
20181003224633,460070095098545000,16885,67201599
20181003225426,460070095098545000,16885,67201597
20181003230334,460070095098545000,16885,67201599
20181003231759,460070095098545000,16885,67201599
20181003231938,460070095098545000,16885,67201599
20181003232726,460070095098545000,16885,67202571
20181003232818,460070095098545000,16885,67206412
20181003233027,460070095098545000,16885,67204619
20181003233138,460070095098545000,16885,2567476
20181003233504,460070095098545000,16885,2567436
20181003233857,460070095098545000,16885,67210764
20181003234113,460070095098545000,16885,67210763
20181003234212,460070095098545000,16885,67210765
20181003234220,460070095098545000,16395,67211787
20181003161227,460070095098504000,16689,2911756
20181003163520,460070095098504000,16689,61590915
20181003173045,460070095098504000,16650,2292236
20181003174549,460070095098504000,16650,67931937
20181003175907,460070095098504000,16650,2450187
20181003181829,460070095098504000,16794,235194153
20181003182941,460070095098504000,16789,67567628
20181003185623,460070095098504000,16789,67567668
20181003201158,460070095098504000,16789,67567668
20181003202845,460070095098504000,16794,67287860
20181003203148,460070095098504000,16794,67287860
20181003204803,460070095098504000,16794,67287820
20181003211047,460070095098504000,16794,67287870
20181003215441,460070095098504000,16794,67287871
20181003215456,460070095098504000,16794,67287870
20181003215615,460070095098504000,16794,67653684
20181003215702,460070095098504000,16794,67653684
20181003220642,460070095098504000,16794,67653695
20181003221659,460070095098504000,16887,67671103
20181003222623,460070095098504000,16887,67671103
20181003230733,460070095098504000,16887,67671103
20181003232710,460070095098504000,16887,67671103
20181003232721,460070095098504000,16887,67671103
20181003234138,460070095098504000,16887,67671103
20181003235026,460070095098504000,16794,67287860
20181003063638,460070095048036000,16407,67198731
20181003064711,460070095048036000,16407,67198731
20181003064837,460070095048036000,16407,67198731
20181003090415,460070095048036000,16407,67198731
20181003092151,460070095048036000,16407,67197235
20181003092531,460070095048036000,16407,67197235
20181003093605,460070095048036000,16407,67198773
20181003094711,460070095048036000,16407,67198733
20181003095043,460070095048036000,16407,67197235
20181003102300,460070095048036000,16407,67190079
20181003104136,460070095048036000,16407,67188787
20181003110148,460070095048036000,16407,67190029
20181003112302,460070095048036000,16407,67190067
20181003114736,460070095048036000,16407,67190077
20181003115152,460070095048036000,16407,67190077
20181003120139,460070095048036000,16407,67190077
20181003120716,460070095048036000,16407,67190077
20181003133851,460070095048036000,16407,67198731
20181003140228,460070095048036000,16407,67198731
20181003141038,460070095048036000,16407,67198731
20181003142216,460070095048036000,16407,67198731
20181003143137,460070095048036000,16407,67198731
20181003143248,460070095048036000,16407,67198731
20181003145907,460070095048036000,16407,67198731
20181003162600,460070095048036000,16407,67198771
20181003173944,460070095048036000,16789,67438092
20181003174622,460070095048036000,16789,67438133
20181003180249,460070095048036000,16789,67567669
20181003181049,460070095048036000,16789,67567629
20181003182704,460070095048036000,16789,67567628
20181003182847,460070095048036000,16789,67567628
20181003183849,460070095048036000,16789,67567629
20181003183931,460070095048036000,16789,249616141
20181003200217,460070095048036000,16789,249616139
20181003202147,460070095048036000,16789,67569931
20181003202228,460070095048036000,16789,67569931
20181003202408,460070095048036000,16789,67569931
20181003203736,460070095048036000,16655,67440445
20181003205722,460070095048036000,16655,67946005
20181003211813,460070095048036000,16655,67946005
20181003213622,460070095048036000,16655,67444532
20181003213920,460070095048036000,16655,67445813
20181003214309,460070095048036000,16655,12599939
20181003215119,460070095048036000,16884,12600748
20181003221130,460070095048036000,16883,12943245
20181003221325,460070095048036000,16883,12943245
20181003221926,460070095048036000,16407,2507541
20181003231523,460070095048036000,16407,67198731
20181003112045,460070095040239000,16789,67574795
20181003112257,460070095040239000,16789,67574795
20181003120230,460070095040239000,16644,61726605
20181003120815,460070095040239000,16644,67291197
20181003123316,460070095040239000,16644,60315789
20181003123354,460070095040239000,16644,60315789
20181003123926,460070095040239000,16644,60315789
20181003123947,460070095040239000,16644,60315789
20181003124315,460070095040239000,16644,60315789
20181003124420,460070095040239000,16644,60315789
20181003124541,460070095040239000,16644,60315789
20181003124627,460070095040239000,16644,60315789
20181003125429,460070095040239000,16644,60315789
20181003125902,460070095040239000,16644,67291198
20181003125958,460070095040239000,16644,67291198
20181003130203,460070095040239000,16644,67291198
20181003130256,460070095040239000,16644,67291198
20181003133415,460070095040239000,16884,2271027
20181003133447,460070095040239000,16884,67577405
20181003133523,460070095040239000,16788,12617121
20181003133825,460070095040239000,16788,2282763
20181003174438,460070095040239000,16788,67552309
20181003174505,460070095040239000,16788,67467583
20181003181314,460070095040239000,16789,54538833
20181003181817,460070095040239000,16789,54538833
20181003182359,460070095040239000,16789,67436595
20181003182457,460070095040239000,16789,54538833
20181003183219,460070095040239000,16789,67436595
20181003183647,460070095040239000,16789,67436575
20181003183955,460070095040239000,16789,61706125
20181003184335,460070095040239000,16789,67567668
20181003185030,460070095040239000,16789,67567628
20181003185308,460070095040239000,16789,67567628
20181003190603,460070095040239000,16789,67567628
20181003190744,460070095040239000,16789,67567628
20181003191039,460070095040239000,16789,67567628
20181003192340,460070095040239000,16789,67567628
20181003192459,460070095040239000,16789,67567628
20181003193331,460070095040239000,16789,67567628
20181003193414,460070095040239000,16789,67567628
20181003193854,460070095040239000,16789,67567628
20181003194836,460070095040239000,16789,67567668
20181003195358,460070095040239000,16789,67567668
20181003200316,460070095040239000,16789,67567628
20181003200814,460070095040239000,16789,67567628
20181003201043,460070095040239000,16789,67567628
20181003202028,460070095040239000,16789,67567628
20181003202544,460070095040239000,16789,67567668
20181003203157,460070095040239000,16789,67567668
20181003204936,460070095040239000,16789,67567668
20181003205324,460070095040239000,16789,67567668
20181003211705,460070095040239000,16789,67567668
20181003211705,460070095040239000,16789,67567668
20181003212656,460070095040239000,16789,67567628
20181003214109,460070095040239000,16789,67567628
20181003215044,460070095040239000,16789,67567668
20181003220230,460070095040239000,16789,67567668
20181003220855,460070095040239000,16789,67438091
20181003221120,460070095040239000,16789,67574796
20181003221820,460070095040239000,16788,12617121
20181003221917,460070095040239000,16788,12617122
20181003221924,460070095040239000,16788,67472692
20181003222159,460070095040239000,16788,67738430
20181003000140,460070095040136000,16794,235194153
20181003000730,460070095040136000,16788,67433503
20181003002150,460070095040136000,16788,67462453
20181003002433,460070095040136000,16401,67461409
20181003002759,460070095040136000,16401,60622221
20181003002911,460070095040136000,16401,67471115
20181003003239,460070095040136000,16401,60622477
20181003004345,460070095040136000,16788,67469373
20181003004556,460070095040136000,16788,67467327
20181003004935,460070095040136000,16882,67570749
20181003005255,460070095040136000,16402,67508491
20181003010801,460070095040136000,16401,67449663
20181003010908,460070095040136000,16655,67444276
20181003011102,460070095040136000,16640,67440140
20181003012546,460070095040136000,16789,67272499
20181003014019,460070095040136000,16792,67541516
20181003014210,460070095040136000,16792,67541516
20181003014246,460070095040136000,16792,67541516
20181003014908,460070095040136000,16408,60158349
20181003015727,460070095040136000,16792,67405835
20181003035238,460070095040136000,16408,67542285
20181003041319,460070095040136000,16408,67542285
20181003050320,460070095040136000,16408,67542285
20181003064321,460070095040136000,16408,67542285
20181003072337,460070095040136000,16408,67542285
20181003073322,460070095040136000,16408,67542285
20181003081001,460070095040136000,16408,67542285
20181003094054,460070095040136000,16408,67542285
20181003094129,460070095040136000,16408,67542285
20181003094604,460070095040136000,16408,67755808
20181003100004,460070095040136000,16408,67540749
20181003100038,460070095040136000,16408,67540749
20181003100041,460070095040136000,16792,67405835
20181003100132,460070095040136000,16408,67540749
20181003100151,460070095040136000,16408,67540749
20181003100429,460070095040136000,16408,67540749
20181003103620,460070095040136000,16886,12787597
20181003112747,460070095040136000,16886,67561013
20181003113105,460070095040136000,16886,67767574
20181003114257,460070095040136000,16886,67767574
20181003121931,460070095040136000,16886,67767574
20181003123912,460070095040136000,16886,67561013
20181003124135,460070095040136000,16886,67767574
20181003125246,460070095040136000,16886,67524414
20181003131254,460070095040136000,16408,67549727
20181003135625,460070095040136000,16408,67542285
20181003135642,460070095040136000,16408,67542285
20181003163519,460070095040136000,16792,2564659
20181003164001,460070095040136000,16644,67649035
20181003164643,460070095040136000,16644,67291149
20181003170758,460070095040136000,16789,67300157
20181003171530,460070095040136000,16789,67567629
